trial,lap,entrant,lap_time,cumulative_time,weather,wetness
1,1,Hamilton (Mercedes),43.78869,43.78869,Sunny,1.0
1,2,Hamilton (Mercedes),44.0608,87.84949,Sunny,1.0
1,3,Hamilton (Mercedes),42.63671,130.4862,Sunny,1.0
1,4,Hamilton (Mercedes),42.62054,173.10674,Sunny,1.0
1,5,Hamilton (Mercedes),43.92887,217.03561,Sunny,1.0
1,1,Verstappen (Red Bull),44.25581,44.25581,Sunny,1.0
1,2,Verstappen (Red Bull),41.78506,86.04087,Sunny,1.0
1,3,Verstappen (Red Bull),42.5009,128.54177,Sunny,1.0
1,4,Verstappen (Red Bull),43.04475,171.58652,Sunny,1.0
1,5,Verstappen (Red Bull),42.60959,214.19611,Sunny,1.0
1,1,Norris (McLaren),42.97912,42.97912,Sunny,1.0
1,2,Norris (McLaren),42.90597,85.88509,Sunny,1.0
1,3,Norris (McLaren),43.87171,129.7568,Sunny,1.0
1,4,Norris (McLaren),43.21228,172.96907,Sunny,1.0
1,5,Norris (McLaren),43.31765,216.28673,Sunny,1.0
2,1,Hamilton (Mercedes),42.91777,42.91777,Sunny,1.0
2,2,Hamilton (Mercedes),43.96497,86.88274,Sunny,1.0
2,3,Hamilton (Mercedes),44.56421,131.44694,Sunny,1.0
2,4,Hamilton (Mercedes),43.94035,175.3873,Sunny,1.0
2,5,Hamilton (Mercedes),43.39927,218.78657,Sunny,1.0
2,1,Verstappen (Red Bull),42.1584,42.1584,Sunny,1.0
2,2,Verstappen (Red Bull),43.16178,85.32018,Sunny,1.0
2,3,Verstappen (Red Bull),43.14493,128.46511,Sunny,1.0
2,4,Verstappen (Red Bull),42.74212,171.20723,Sunny,1.0
2,5,Verstappen (Red Bull),41.5306,212.73783,Sunny,1.0
2,1,Norris (McLaren),42.59172,42.59172,Sunny,1.0
2,2,Norris (McLaren),42.34904,84.94076,Sunny,1.0
2,3,Norris (McLaren),42.50191,127.44266,Sunny,1.0
2,4,Norris (McLaren),43.31467,170.75733,Sunny,1.0
2,5,Norris (McLaren),42.38693,213.14426,Sunny,1.0
3,1,Hamilton (Mercedes),43.4252,43.4252,Sunny,1.0
3,2,Hamilton (Mercedes),44.29598,87.72117,Sunny,1.0
3,3,Hamilton (Mercedes),43.11897,130.84015,Sunny,1.0
3,4,Hamilton (Mercedes),43.51603,174.35618,Sunny,1.0
3,5,Hamilton (Mercedes),43.9123,218.26848,Sunny,1.0
3,1,Verstappen (Red Bull),42.49,42.49,Sunny,1.0
3,2,Verstappen (Red Bull),41.97295,84.46295,Sunny,1.0
3,3,Verstappen (Red Bull),43.00555,127.46849,Sunny,1.0
3,4,Verstappen (Red Bull),43.36462,170.83312,Sunny,1.0
3,5,Verstappen (Red Bull),41.83289,212.666,Sunny,1.0
3,1,Norris (McLaren),42.88624,42.88624,Sunny,1.0
3,2,Norris (McLaren),42.76428,85.65053,Sunny,1.0
3,3,Norris (McLaren),44.046,129.69653,Sunny,1.0
3,4,Norris (McLaren),41.96515,171.66167,Sunny,1.0
3,5,Norris (McLaren),42.93233,214.59401,Sunny,1.0
4,1,Hamilton (Mercedes),42.71056,42.71056,Sunny,1.0
4,2,Hamilton (Mercedes),42.98,85.69056,Sunny,1.0
4,3,Hamilton (Mercedes),43.54932,129.23988,Sunny,1.0
4,4,Hamilton (Mercedes),43.34015,172.58003,Sunny,1.0
4,5,Hamilton (Mercedes),43.45248,216.03251,Sunny,1.0
4,1,Verstappen (Red Bull),42.41326,42.41326,Sunny,1.0
4,2,Verstappen (Red Bull),41.92154,84.3348,Sunny,1.0
4,3,Verstappen (Red Bull),43.38361,127.7184,Sunny,1.0
4,4,Verstappen (Red Bull),43.70841,171.42682,Sunny,1.0
4,5,Verstappen (Red Bull),42.83187,214.25869,Sunny,1.0
4,1,Norris (McLaren),42.85477,42.85477,Sunny,1.0
4,2,Norris (McLaren),44.05901,86.91378,Sunny,1.0
4,3,Norris (McLaren),43.47538,130.38917,Sunny,1.0
4,4,Norris (McLaren),43.30114,173.69031,Sunny,1.0
4,5,Norris (McLaren),43.76422,217.45453,Sunny,1.0
5,1,Hamilton (Mercedes),43.03999,43.03999,Sunny,1.0
5,2,Hamilton (Mercedes),43.06641,86.10641,Sunny,1.0
5,3,Hamilton (Mercedes),43.59711,129.70351,Sunny,1.0
5,4,Hamilton (Mercedes),42.90829,172.61181,Sunny,1.0
5,5,Hamilton (Mercedes),43.55984,216.17165,Sunny,1.0
5,1,Verstappen (Red Bull),42.98486,42.98486,Sunny,1.0
5,2,Verstappen (Red Bull),43.18281,86.16767,Sunny,1.0
5,3,Verstappen (Red Bull),43.14739,129.31506,Sunny,1.0
5,4,Verstappen (Red Bull),42.03317,171.34823,Sunny,1.0
5,5,Verstappen (Red Bull),42.76833,214.11656,Sunny,1.0
5,1,Norris (McLaren),43.36009,43.36009,Sunny,1.0
5,2,Norris (McLaren),43.84355,87.20364,Sunny,1.0
5,3,Norris (McLaren),43.82354,131.02718,Sunny,1.0
5,4,Norris (McLaren),42.91969,173.94687,Sunny,1.0
5,5,Norris (McLaren),42.97116,216.91803,Sunny,1.0
6,1,Hamilton (Mercedes),42.87865,42.87865,Sunny,1.0
6,2,Hamilton (Mercedes),43.27502,86.15366,Sunny,1.0
6,3,Hamilton (Mercedes),43.08833,129.24199,Sunny,1.0
6,4,Hamilton (Mercedes),42.80348,172.04547,Sunny,1.0
6,5,Hamilton (Mercedes),43.36993,215.4154,Sunny,1.0
6,1,Verstappen (Red Bull),43.43566,43.43566,Sunny,1.0
6,2,Verstappen (Red Bull),43.75228,87.18794,Sunny,1.0
6,3,Verstappen (Red Bull),43.02897,130.21691,Sunny,1.0
6,4,Verstappen (Red Bull),42.78493,173.00184,Sunny,1.0
6,5,Verstappen (Red Bull),43.04314,216.04499,Sunny,1.0
6,1,Norris (McLaren),43.67659,43.67659,Sunny,1.0
6,2,Norris (McLaren),43.49858,87.17517,Sunny,1.0
6,3,Norris (McLaren),43.3972,130.57237,Sunny,1.0
6,4,Norris (McLaren),42.96777,173.54014,Sunny,1.0
6,5,Norris (McLaren),42.91685,216.45699,Sunny,1.0
7,1,Hamilton (Mercedes),44.78393,44.78393,Sunny,1.0
7,2,Hamilton (Mercedes),44.12973,88.91366,Sunny,1.0
7,3,Hamilton (Mercedes),43.05711,131.97076,Sunny,1.0
7,4,Hamilton (Mercedes),43.98837,175.95914,Sunny,1.0
7,5,Hamilton (Mercedes),43.11742,219.07656,Sunny,1.0
7,1,Verstappen (Red Bull),42.9911,42.9911,Sunny,1.0
7,2,Verstappen (Red Bull),42.5585,85.5496,Sunny,1.0
7,3,Verstappen (Red Bull),43.01216,128.56175,Sunny,1.0
7,4,Verstappen (Red Bull),42.53792,171.09967,Sunny,1.0
7,5,Verstappen (Red Bull),42.70561,213.80528,Sunny,1.0
7,1,Norris (McLaren),43.47316,43.47316,Sunny,1.0
7,2,Norris (McLaren),43.55721,87.03037,Sunny,1.0
7,3,Norris (McLaren),41.84492,128.87529,Sunny,1.0
7,4,Norris (McLaren),44.00851,172.8838,Sunny,1.0
7,5,Norris (McLaren),41.62253,214.50633,Sunny,1.0
8,1,Hamilton (Mercedes),42.73373,42.73373,Sunny,1.0
8,2,Hamilton (Mercedes),43.26467,85.9984,Sunny,1.0
8,3,Hamilton (Mercedes),43.84552,129.84392,Sunny,1.0
8,4,Hamilton (Mercedes),43.51738,173.3613,Sunny,1.0
8,5,Hamilton (Mercedes),43.26488,216.62617,Sunny,1.0
8,1,Verstappen (Red Bull),43.46141,43.46141,Sunny,1.0
8,2,Verstappen (Red Bull),42.90185,86.36327,Sunny,1.0
8,3,Verstappen (Red Bull),42.84931,129.21258,Sunny,1.0
8,4,Verstappen (Red Bull),43.34656,172.55914,Sunny,1.0
8,5,Verstappen (Red Bull),42.47056,215.0297,Sunny,1.0
8,1,Norris (McLaren),44.69704,44.69704,Sunny,1.0
8,2,Norris (McLaren),44.05873,88.75576,Sunny,1.0
8,3,Norris (McLaren),43.14521,131.90097,Sunny,1.0
8,4,Norris (McLaren),43.1988,175.09977,Sunny,1.0
8,5,Norris (McLaren),43.2828,218.38257,Sunny,1.0
9,1,Hamilton (Mercedes),43.99746,43.99746,Sunny,1.0
9,2,Hamilton (Mercedes),43.81965,87.81711,Sunny,1.0
9,3,Hamilton (Mercedes),43.13358,130.95069,Sunny,1.0
9,4,Hamilton (Mercedes),43.0151,173.96578,Sunny,1.0
9,5,Hamilton (Mercedes),44.2034,218.16918,Sunny,1.0
9,1,Verstappen (Red Bull),42.08767,42.08767,Sunny,1.0
9,2,Verstappen (Red Bull),42.40881,84.49648,Sunny,1.0
9,3,Verstappen (Red Bull),43.57324,128.06972,Sunny,1.0
9,4,Verstappen (Red Bull),42.06614,170.13586,Sunny,1.0
9,5,Verstappen (Red Bull),43.21589,213.35175,Sunny,1.0
9,1,Norris (McLaren),43.93757,43.93757,Sunny,1.0
9,2,Norris (McLaren),44.89857,88.83614,Sunny,1.0
9,3,Norris (McLaren),44.12374,132.95988,Sunny,1.0
9,4,Norris (McLaren),43.32321,176.28309,Sunny,1.0
9,5,Norris (McLaren),42.4529,218.73599,Sunny,1.0
10,1,Hamilton (Mercedes),44.37219,44.37219,Sunny,1.0
10,2,Hamilton (Mercedes),44.30127,88.67346,Sunny,1.0
10,3,Hamilton (Mercedes),44.48773,133.1612,Sunny,1.0
10,4,Hamilton (Mercedes),44.47572,177.63691,Sunny,1.0
10,5,Hamilton (Mercedes),43.62023,221.25714,Sunny,1.0
10,1,Verstappen (Red Bull),42.71803,42.71803,Sunny,1.0
10,2,Verstappen (Red Bull),42.27557,84.99361,Sunny,1.0
10,3,Verstappen (Red Bull),43.15765,128.15126,Sunny,1.0
10,4,Verstappen (Red Bull),43.39355,171.5448,Sunny,1.0
10,5,Verstappen (Red Bull),42.54586,214.09067,Sunny,1.0
10,1,Norris (McLaren),43.34308,43.34308,Sunny,1.0
10,2,Norris (McLaren),43.88351,87.22659,Sunny,1.0
10,3,Norris (McLaren),44.29908,131.52567,Sunny,1.0
10,4,Norris (McLaren),42.67226,174.19792,Sunny,1.0
10,5,Norris (McLaren),43.02187,217.21979,Sunny,1.0
11,1,Hamilton (Mercedes),43.06766,43.06766,Sunny,1.0
11,2,Hamilton (Mercedes),43.06483,86.13248,Sunny,1.0
11,3,Hamilton (Mercedes),44.0686,130.20108,Sunny,1.0
11,4,Hamilton (Mercedes),44.13834,174.33943,Sunny,1.0
11,5,Hamilton (Mercedes),43.37833,217.71775,Sunny,1.0
11,1,Verstappen (Red Bull),42.77226,42.77226,Sunny,1.0
11,2,Verstappen (Red Bull),42.56089,85.33315,Sunny,1.0
11,3,Verstappen (Red Bull),43.96072,129.29387,Sunny,1.0
11,4,Verstappen (Red Bull),42.56153,171.85539,Sunny,1.0
11,5,Verstappen (Red Bull),42.7205,214.57589,Sunny,1.0
11,1,Norris (McLaren),42.5957,42.5957,Sunny,1.0
11,2,Norris (McLaren),43.65631,86.25201,Sunny,1.0
11,3,Norris (McLaren),42.83706,129.08908,Sunny,1.0
11,4,Norris (McLaren),41.88043,170.96951,Sunny,1.0
11,5,Norris (McLaren),43.36778,214.33729,Sunny,1.0
12,1,Hamilton (Mercedes),43.68905,43.68905,Sunny,1.0
12,2,Hamilton (Mercedes),43.5021,87.19114,Sunny,1.0
12,3,Hamilton (Mercedes),43.64123,130.83237,Sunny,1.0
12,4,Hamilton (Mercedes),43.74617,174.57854,Sunny,1.0
12,5,Hamilton (Mercedes),43.81193,218.39047,Sunny,1.0
12,1,Verstappen (Red Bull),43.56971,43.56971,Sunny,1.0
12,2,Verstappen (Red Bull),43.31952,86.88923,Sunny,1.0
12,3,Verstappen (Red Bull),43.50161,130.39085,Sunny,1.0
12,4,Verstappen (Red Bull),43.31417,173.70502,Sunny,1.0
12,5,Verstappen (Red Bull),43.20736,216.91238,Sunny,1.0
12,1,Norris (McLaren),43.10882,43.10882,Sunny,1.0
12,2,Norris (McLaren),43.23894,86.34776,Sunny,1.0
12,3,Norris (McLaren),42.28618,128.63394,Sunny,1.0
12,4,Norris (McLaren),43.98976,172.62369,Sunny,1.0
12,5,Norris (McLaren),44.65078,217.27448,Sunny,1.0
13,1,Hamilton (Mercedes),43.55889,43.55889,Sunny,1.0
13,2,Hamilton (Mercedes),43.08108,86.63997,Sunny,1.0
13,3,Hamilton (Mercedes),43.79452,130.4345,Sunny,1.0
13,4,Hamilton (Mercedes),43.44048,173.87498,Sunny,1.0
13,5,Hamilton (Mercedes),44.11968,217.99466,Sunny,1.0
13,1,Verstappen (Red Bull),41.98491,41.98491,Sunny,1.0
13,2,Verstappen (Red Bull),43.82952,85.81443,Sunny,1.0
13,3,Verstappen (Red Bull),43.73088,129.54531,Sunny,1.0
13,4,Verstappen (Red Bull),43.17005,172.71537,Sunny,1.0
13,5,Verstappen (Red Bull),41.70418,214.41955,Sunny,1.0
13,1,Norris (McLaren),42.96827,42.96827,Sunny,1.0
13,2,Norris (McLaren),44.28275,87.25102,Sunny,1.0
13,3,Norris (McLaren),43.30505,130.55607,Sunny,1.0
13,4,Norris (McLaren),42.56802,173.12409,Sunny,1.0
13,5,Norris (McLaren),43.30053,216.42463,Sunny,1.0
14,1,Hamilton (Mercedes),43.62234,43.62234,Sunny,1.0
14,2,Hamilton (Mercedes),42.92802,86.55036,Sunny,1.0
14,3,Hamilton (Mercedes),43.57453,130.1249,Sunny,1.0
14,4,Hamilton (Mercedes),44.13742,174.26231,Sunny,1.0
14,5,Hamilton (Mercedes),44.13743,218.39974,Sunny,1.0
14,1,Verstappen (Red Bull),43.50847,43.50847,Sunny,1.0
14,2,Verstappen (Red Bull),43.11233,86.6208,Sunny,1.0
14,3,Verstappen (Red Bull),42.53461,129.15541,Sunny,1.0
14,4,Verstappen (Red Bull),42.88358,172.03899,Sunny,1.0
14,5,Verstappen (Red Bull),44.05563,216.09462,Sunny,1.0
14,1,Norris (McLaren),43.62124,43.62124,Sunny,1.0
14,2,Norris (McLaren),43.73302,87.35426,Sunny,1.0
14,3,Norris (McLaren),42.46159,129.81585,Sunny,1.0
14,4,Norris (McLaren),44.00624,173.82209,Sunny,1.0
14,5,Norris (McLaren),43.34068,217.16278,Sunny,1.0
15,1,Hamilton (Mercedes),44.4924,44.4924,Sunny,1.0
15,2,Hamilton (Mercedes),43.3918,87.8842,Sunny,1.0
15,3,Hamilton (Mercedes),43.5452,131.4294,Sunny,1.0
15,4,Hamilton (Mercedes),43.46153,174.89093,Sunny,1.0
15,5,Hamilton (Mercedes),43.25896,218.14989,Sunny,1.0
15,1,Verstappen (Red Bull),42.71749,42.71749,Sunny,1.0
15,2,Verstappen (Red Bull),42.9907,85.7082,Sunny,1.0
15,3,Verstappen (Red Bull),42.9016,128.6098,Sunny,1.0
15,4,Verstappen (Red Bull),43.10352,171.71332,Sunny,1.0
15,5,Verstappen (Red Bull),44.0358,215.74912,Sunny,1.0
15,1,Norris (McLaren),43.6076,43.6076,Sunny,1.0
15,2,Norris (McLaren),43.58254,87.19013,Sunny,1.0
15,3,Norris (McLaren),42.6992,129.88933,Sunny,1.0
15,4,Norris (McLaren),44.50908,174.39841,Sunny,1.0
15,5,Norris (McLaren),42.66116,217.05957,Sunny,1.0
16,1,Hamilton (Mercedes),42.42434,42.42434,Sunny,1.0
16,2,Hamilton (Mercedes),43.68465,86.10899,Sunny,1.0
16,3,Hamilton (Mercedes),43.81774,129.92674,Sunny,1.0
16,4,Hamilton (Mercedes),43.09756,173.0243,Sunny,1.0
16,5,Hamilton (Mercedes),44.36345,217.38775,Sunny,1.0
16,1,Verstappen (Red Bull),41.95637,41.95637,Sunny,1.0
16,2,Verstappen (Red Bull),42.02445,83.98082,Sunny,1.0
16,3,Verstappen (Red Bull),42.85548,126.8363,Sunny,1.0
16,4,Verstappen (Red Bull),42.68514,169.52144,Sunny,1.0
16,5,Verstappen (Red Bull),42.75945,212.28088,Sunny,1.0
16,1,Norris (McLaren),43.61027,43.61027,Sunny,1.0
16,2,Norris (McLaren),43.0758,86.68606,Sunny,1.0
16,3,Norris (McLaren),44.19224,130.8783,Sunny,1.0
16,4,Norris (McLaren),42.11292,172.99122,Sunny,1.0
16,5,Norris (McLaren),43.58535,216.57657,Sunny,1.0
17,1,Hamilton (Mercedes),44.76899,44.76899,Sunny,1.0
17,2,Hamilton (Mercedes),43.71972,88.48872,Sunny,1.0
17,3,Hamilton (Mercedes),44.06481,132.55353,Sunny,1.0
17,4,Hamilton (Mercedes),44.35451,176.90803,Sunny,1.0
17,5,Hamilton (Mercedes),43.69044,220.59848,Sunny,1.0
17,1,Verstappen (Red Bull),42.77334,42.77334,Sunny,1.0
17,2,Verstappen (Red Bull),41.45236,84.22569,Sunny,1.0
17,3,Verstappen (Red Bull),42.51156,126.73726,Sunny,1.0
17,4,Verstappen (Red Bull),43.55934,170.2966,Sunny,1.0
17,5,Verstappen (Red Bull),42.93851,213.23511,Sunny,1.0
17,1,Norris (McLaren),42.59194,42.59194,Sunny,1.0
17,2,Norris (McLaren),43.49036,86.0823,Sunny,1.0
17,3,Norris (McLaren),43.33522,129.41752,Sunny,1.0
17,4,Norris (McLaren),43.59208,173.0096,Sunny,1.0
17,5,Norris (McLaren),43.14021,216.14981,Sunny,1.0
18,1,Hamilton (Mercedes),43.97589,43.97589,Sunny,1.0
18,2,Hamilton (Mercedes),43.28803,87.26393,Sunny,1.0
18,3,Hamilton (Mercedes),44.71311,131.97704,Sunny,1.0
18,4,Hamilton (Mercedes),43.99698,175.97402,Sunny,1.0
18,5,Hamilton (Mercedes),43.4717,219.44572,Sunny,1.0
18,1,Verstappen (Red Bull),43.33909,43.33909,Sunny,1.0
18,2,Verstappen (Red Bull),42.98378,86.32288,Sunny,1.0
18,3,Verstappen (Red Bull),43.12318,129.44605,Sunny,1.0
18,4,Verstappen (Red Bull),42.63752,172.08357,Sunny,1.0
18,5,Verstappen (Red Bull),42.77976,214.86333,Sunny,1.0
18,1,Norris (McLaren),42.93188,42.93188,Sunny,1.0
18,2,Norris (McLaren),42.93868,85.87057,Sunny,1.0
18,3,Norris (McLaren),43.52047,129.39104,Sunny,1.0
18,4,Norris (McLaren),42.7001,172.09114,Sunny,1.0
18,5,Norris (McLaren),42.74996,214.84109,Sunny,1.0
19,1,Hamilton (Mercedes),43.69915,43.69915,Sunny,1.0
19,2,Hamilton (Mercedes),42.96242,86.66156,Sunny,1.0
19,3,Hamilton (Mercedes),43.51069,130.17225,Sunny,1.0
19,4,Hamilton (Mercedes),43.66604,173.8383,Sunny,1.0
19,5,Hamilton (Mercedes),43.68249,217.52079,Sunny,1.0
