trial,lap,entrant,lap_time,cumulative_time,weather,wetness
1,1,Hamilton (Mercedes),46.38629,46.38629,Sunny,0.03
1,2,Hamilton (Mercedes),46.31816,92.70445,Sunny,0.03
1,3,Hamilton (Mercedes),46.24167,138.94612,Sunny,0.03
1,4,Hamilton (Mercedes),46.73904,185.68516,Sunny,0.03
1,5,Hamilton (Mercedes),46.72165,232.40681,Sunny,0.03
1,1,Verstappen (Red Bull),45.94447,45.94447,Sunny,0.03
1,2,Verstappen (Red Bull),46.5047,92.44917,Sunny,0.03
1,3,Verstappen (Red Bull),46.38962,138.83879,Sunny,0.03
1,4,Verstappen (Red Bull),46.76575,185.60453,Sunny,0.03
1,5,Verstappen (Red Bull),45.75525,231.35978,Sunny,0.03
1,1,Norris (McLaren),47.40818,47.40818,Sunny,0.03
1,2,Norris (McLaren),45.74781,93.15599,Sunny,0.03
1,3,Norris (McLaren),48.12551,141.2815,Sunny,0.03
1,4,Norris (McLaren),44.91922,186.20072,Sunny,0.03
1,5,Norris (McLaren),46.45279,232.65351,Sunny,0.03
1,1,Leclerc (Ferrari),45.58983,45.58983,Sunny,0.03
1,2,Leclerc (Ferrari),46.86381,92.45365,Sunny,0.03
1,3,Leclerc (Ferrari),46.51201,138.96566,Sunny,0.03
1,4,Leclerc (Ferrari),43.67255,182.63821,Sunny,0.03
1,5,Leclerc (Ferrari),45.09585,227.73406,Sunny,0.03
1,1,Russell (Williams),44.67569,44.67569,Sunny,0.03
1,2,Russell (Williams),44.77837,89.45406,Sunny,0.03
1,3,Russell (Williams),45.13689,134.59095,Sunny,0.03
1,4,Russell (Williams),47.23323,181.82419,Sunny,0.03
1,5,Russell (Williams),47.36353,229.18771,Sunny,0.03
1,1,Piastri (Alpine),45.30679,45.30679,Sunny,0.03
1,2,Piastri (Alpine),46.07132,91.37811,Sunny,0.03
1,3,Piastri (Alpine),46.99175,138.36986,Sunny,0.03
1,4,Piastri (Alpine),46.22514,184.595,Sunny,0.03
1,5,Piastri (Alpine),45.50528,230.10028,Sunny,0.03
2,1,Hamilton (Mercedes),46.22932,46.22932,Sunny,0.03
2,2,Hamilton (Mercedes),47.23579,93.46511,Sunny,0.03
2,3,Hamilton (Mercedes),47.10657,140.57168,Sunny,0.03
2,4,Hamilton (Mercedes),45.65672,186.2284,Sunny,0.03
2,5,Hamilton (Mercedes),46.70699,232.93539,Sunny,0.03
2,1,Verstappen (Red Bull),46.6998,46.6998,Sunny,0.03
2,2,Verstappen (Red Bull),45.87299,92.57279,Sunny,0.03
2,3,Verstappen (Red Bull),45.37327,137.94606,Sunny,0.03
2,4,Verstappen (Red Bull),46.13169,184.07774,Sunny,0.03
2,5,Verstappen (Red Bull),46.42039,230.49813,Sunny,0.03
