trial,lap,entrant,segment_idx,segment_type,length_m,entry_speed,exit_speed,segment_time,mu_effective
1,1,Hamilton (Mercedes),0,STRAIGHT,169.23,0.0,23.372,6.20131,
1,1,Hamilton (Mercedes),1,CORNER,80.785,23.372,23.372,3.46251,1.0604
1,1,Hamilton (Mercedes),2,STRAIGHT,210.55,23.372,32.357,4.31346,
1,1,Hamilton (Mercedes),3,CORNER,106.398,32.357,32.357,3.29422,1.0604
1,1,Hamilton (Mercedes),4,STRAIGHT,269.718,32.357,33.481,4.57594,
1,1,Hamilton (Mercedes),5,CORNER,122.36,33.481,33.481,3.66056,1.0604
1,1,Hamilton (Mercedes),6,STRAIGHT,270.882,33.481,23.952,4.5434,
1,1,Hamilton (Mercedes),7,CORNER,47.817,23.952,23.952,2.00236,1.0604
1,1,Hamilton (Mercedes),8,STRAIGHT,264.446,23.952,35.055,5.10202,
1,1,Hamilton (Mercedes),9,CORNER,160.72,35.055,35.055,4.5908,1.0604
1,1,Hamilton (Mercedes),10,STRAIGHT,236.067,35.055,19.175,4.0616,
1,1,Hamilton (Mercedes),11,CORNER,33.231,19.175,19.175,1.73901,1.0604
1,2,Hamilton (Mercedes),0,STRAIGHT,169.23,0.0,23.372,6.20131,
1,2,Hamilton (Mercedes),1,CORNER,80.785,23.372,23.372,3.46251,1.0604
1,2,Hamilton (Mercedes),2,STRAIGHT,210.55,23.372,32.357,4.31346,
1,2,Hamilton (Mercedes),3,CORNER,106.398,32.357,32.357,3.29422,1.0604
1,2,Hamilton (Mercedes),4,STRAIGHT,269.718,32.357,33.481,4.57594,
1,2,Hamilton (Mercedes),5,CORNER,122.36,33.481,33.481,3.66056,1.0604
1,2,Hamilton (Mercedes),6,STRAIGHT,270.882,33.481,23.952,4.5434,
1,2,Hamilton (Mercedes),7,CORNER,47.817,23.952,23.952,2.00236,1.0604
1,2,Hamilton (Mercedes),8,STRAIGHT,264.446,23.952,35.055,5.10202,
1,2,Hamilton (Mercedes),9,CORNER,160.72,35.055,35.055,4.5908,1.0604
1,2,Hamilton (Mercedes),10,STRAIGHT,236.067,35.055,19.175,4.0616,
1,2,Hamilton (Mercedes),11,CORNER,33.231,19.175,19.175,1.73901,1.0604
1,3,Hamilton (Mercedes),0,STRAIGHT,169.23,0.0,23.372,6.20131,
1,3,Hamilton (Mercedes),1,CORNER,80.785,23.372,23.372,3.46251,1.0604
1,3,Hamilton (Mercedes),2,STRAIGHT,210.55,23.372,32.357,4.31346,
1,3,Hamilton (Mercedes),3,CORNER,106.398,32.357,32.357,3.29422,1.0604
1,3,Hamilton (Mercedes),4,STRAIGHT,269.718,32.357,33.481,4.57594,
1,3,Hamilton (Mercedes),5,CORNER,122.36,33.481,33.481,3.66056,1.0604
1,3,Hamilton (Mercedes),6,STRAIGHT,270.882,33.481,23.952,4.5434,
1,3,Hamilton (Mercedes),7,CORNER,47.817,23.952,23.952,2.00236,1.0604
1,3,Hamilton (Mercedes),8,STRAIGHT,264.446,23.952,35.055,5.10202,
1,3,Hamilton (Mercedes),9,CORNER,160.72,35.055,35.055,4.5908,1.0604
1,3,Hamilton (Mercedes),10,STRAIGHT,236.067,35.055,19.175,4.0616,
1,3,Hamilton (Mercedes),11,CORNER,33.231,19.175,19.175,1.73901,1.0604
1,4,Hamilton (Mercedes),0,STRAIGHT,169.23,0.0,23.372,6.20131,
1,4,Hamilton (Mercedes),1,CORNER,80.785,23.372,23.372,3.46251,1.0604
1,4,Hamilton (Mercedes),2,STRAIGHT,210.55,23.372,32.357,4.31346,
1,4,Hamilton (Mercedes),3,CORNER,106.398,32.357,32.357,3.29422,1.0604
1,4,Hamilton (Mercedes),4,STRAIGHT,269.718,32.357,33.481,4.57594,
1,4,Hamilton (Mercedes),5,CORNER,122.36,33.481,33.481,3.66056,1.0604
1,4,Hamilton (Mercedes),6,STRAIGHT,270.882,33.481,23.952,4.5434,
1,4,Hamilton (Mercedes),7,CORNER,47.817,23.952,23.952,2.00236,1.0604
1,4,Hamilton (Mercedes),8,STRAIGHT,264.446,23.952,35.055,5.10202,
1,4,Hamilton (Mercedes),9,CORNER,160.72,35.055,35.055,4.5908,1.0604
1,4,Hamilton (Mercedes),10,STRAIGHT,236.067,35.055,19.175,4.0616,
1,4,Hamilton (Mercedes),11,CORNER,33.231,19.175,19.175,1.73901,1.0604
1,5,Hamilton (Mercedes),0,STRAIGHT,169.23,0.0,23.372,6.20131,
1,5,Hamilton (Mercedes),1,CORNER,80.785,23.372,23.372,3.46251,1.0604
1,5,Hamilton (Mercedes),2,STRAIGHT,210.55,23.372,32.357,4.31346,
1,5,Hamilton (Mercedes),3,CORNER,106.398,32.357,32.357,3.29422,1.0604
1,5,Hamilton (Mercedes),4,STRAIGHT,269.718,32.357,33.481,4.57594,
1,5,Hamilton (Mercedes),5,CORNER,122.36,33.481,33.481,3.66056,1.0604
1,5,Hamilton (Mercedes),6,STRAIGHT,270.882,33.481,23.952,4.5434,
