trial,lap,entrant,lap_time,cumulative_time,weather,wetness
1,1,Hamilton (Mercedes),44.09995,44.09995,Cloudy,0.3
1,2,Hamilton (Mercedes),44.37206,88.47201,Cloudy,0.3
1,3,Hamilton (Mercedes),42.94798,131.41999,Cloudy,0.3
1,4,Hamilton (Mercedes),42.9318,174.35179,Cloudy,0.3
1,5,Hamilton (Mercedes),44.24013,218.59192,Cloudy,0.3
1,1,Verstappen (Red Bull),44.71834,44.71834,Cloudy,0.3
1,2,Verstappen (Red Bull),42.24759,86.96593,Cloudy,0.3
1,3,Verstappen (Red Bull),42.96343,129.92936,Cloudy,0.3
1,4,Verstappen (Red Bull),43.50728,173.43664,Cloudy,0.3
1,5,Verstappen (Red Bull),43.07212,216.50876,Cloudy,0.3
1,1,Norris (McLaren),43.42414,43.42414,Cloudy,0.3
1,2,Norris (McLaren),43.35099,86.77513,Cloudy,0.3
1,3,Norris (McLaren),44.31672,131.09185,Cloudy,0.3
1,4,Norris (McLaren),43.6573,174.74915,Cloudy,0.3
1,5,Norris (McLaren),43.76267,218.51182,Cloudy,0.3
2,1,Hamilton (Mercedes),43.22903,43.22903,Cloudy,0.3
2,2,Hamilton (Mercedes),44.27623,87.50526,Cloudy,0.3
2,3,Hamilton (Mercedes),44.87547,132.38073,Cloudy,0.3
2,4,Hamilton (Mercedes),44.25162,176.63235,Cloudy,0.3
2,5,Hamilton (Mercedes),43.71054,220.34288,Cloudy,0.3
2,1,Verstappen (Red Bull),42.62093,42.62093,Cloudy,0.3
2,2,Verstappen (Red Bull),43.62431,86.24524,Cloudy,0.3
2,3,Verstappen (Red Bull),43.60746,129.8527,Cloudy,0.3
2,4,Verstappen (Red Bull),43.20465,173.05735,Cloudy,0.3
2,5,Verstappen (Red Bull),41.99313,215.05048,Cloudy,0.3
2,1,Norris (McLaren),43.03674,43.03674,Cloudy,0.3
2,2,Norris (McLaren),42.79406,85.83079,Cloudy,0.3
2,3,Norris (McLaren),42.94692,128.77772,Cloudy,0.3
2,4,Norris (McLaren),43.75969,172.5374,Cloudy,0.3
2,5,Norris (McLaren),42.83195,215.36935,Cloudy,0.3
3,1,Hamilton (Mercedes),43.73646,43.73646,Cloudy,0.3
3,2,Hamilton (Mercedes),44.60724,88.3437,Cloudy,0.3
3,3,Hamilton (Mercedes),43.43024,131.77393,Cloudy,0.3
3,4,Hamilton (Mercedes),43.8273,175.60123,Cloudy,0.3
3,5,Hamilton (Mercedes),44.22356,219.82479,Cloudy,0.3
3,1,Verstappen (Red Bull),42.95253,42.95253,Cloudy,0.3
3,2,Verstappen (Red Bull),42.43548,85.38801,Cloudy,0.3
3,3,Verstappen (Red Bull),43.46808,128.85609,Cloudy,0.3
3,4,Verstappen (Red Bull),43.82715,172.68324,Cloudy,0.3
3,5,Verstappen (Red Bull),42.29542,214.97866,Cloudy,0.3
3,1,Norris (McLaren),43.33126,43.33126,Cloudy,0.3
3,2,Norris (McLaren),43.2093,86.54056,Cloudy,0.3
3,3,Norris (McLaren),44.49102,131.03158,Cloudy,0.3
3,4,Norris (McLaren),42.41016,173.44175,Cloudy,0.3
3,5,Norris (McLaren),43.37735,216.8191,Cloudy,0.3
4,1,Hamilton (Mercedes),43.02183,43.02183,Cloudy,0.3
4,2,Hamilton (Mercedes),43.29126,86.31309,Cloudy,0.3
4,3,Hamilton (Mercedes),43.86058,130.17367,Cloudy,0.3
4,4,Hamilton (Mercedes),43.65141,173.82508,Cloudy,0.3
4,5,Hamilton (Mercedes),43.76374,217.58882,Cloudy,0.3
4,1,Verstappen (Red Bull),42.87579,42.87579,Cloudy,0.3
4,2,Verstappen (Red Bull),42.38407,85.25986,Cloudy,0.3
4,3,Verstappen (Red Bull),43.84614,129.10599,Cloudy,0.3
4,4,Verstappen (Red Bull),44.17094,173.27694,Cloudy,0.3
4,5,Verstappen (Red Bull),43.2944,216.57134,Cloudy,0.3
4,1,Norris (McLaren),43.29979,43.29979,Cloudy,0.3
4,2,Norris (McLaren),44.50403,87.80382,Cloudy,0.3
4,3,Norris (McLaren),43.9204,131.72422,Cloudy,0.3
4,4,Norris (McLaren),43.74616,175.47038,Cloudy,0.3
4,5,Norris (McLaren),44.20924,219.67962,Cloudy,0.3
5,1,Hamilton (Mercedes),43.35126,43.35126,Cloudy,0.3
5,2,Hamilton (Mercedes),43.37768,86.72893,Cloudy,0.3
5,3,Hamilton (Mercedes),43.90837,130.6373,Cloudy,0.3
5,4,Hamilton (Mercedes),43.21955,173.85686,Cloudy,0.3
5,5,Hamilton (Mercedes),43.87111,217.72796,Cloudy,0.3
5,1,Verstappen (Red Bull),43.44739,43.44739,Cloudy,0.3
5,2,Verstappen (Red Bull),43.64534,87.09273,Cloudy,0.3
5,3,Verstappen (Red Bull),43.60992,130.70266,Cloudy,0.3
5,4,Verstappen (Red Bull),42.4957,173.19835,Cloudy,0.3
5,5,Verstappen (Red Bull),43.23086,216.42921,Cloudy,0.3
5,1,Norris (McLaren),43.8051,43.8051,Cloudy,0.3
5,2,Norris (McLaren),44.28857,88.09368,Cloudy,0.3
5,3,Norris (McLaren),44.26856,132.36224,Cloudy,0.3
5,4,Norris (McLaren),43.36471,175.72695,Cloudy,0.3
5,5,Norris (McLaren),43.41618,219.14312,Cloudy,0.3
6,1,Hamilton (Mercedes),43.18991,43.18991,Cloudy,0.3
6,2,Hamilton (Mercedes),43.58628,86.77619,Cloudy,0.3
6,3,Hamilton (Mercedes),43.39959,130.17578,Cloudy,0.3
6,4,Hamilton (Mercedes),43.11474,173.29052,Cloudy,0.3
6,5,Hamilton (Mercedes),43.68119,216.97171,Cloudy,0.3
6,1,Verstappen (Red Bull),43.89819,43.89819,Cloudy,0.3
6,2,Verstappen (Red Bull),44.21481,88.113,Cloudy,0.3
6,3,Verstappen (Red Bull),43.4915,131.6045,Cloudy,0.3
6,4,Verstappen (Red Bull),43.24746,174.85197,Cloudy,0.3
6,5,Verstappen (Red Bull),43.50567,218.35764,Cloudy,0.3
6,1,Norris (McLaren),44.12161,44.12161,Cloudy,0.3
6,2,Norris (McLaren),43.9436,88.06521,Cloudy,0.3
6,3,Norris (McLaren),43.84222,131.90743,Cloudy,0.3
6,4,Norris (McLaren),43.41279,175.32022,Cloudy,0.3
6,5,Norris (McLaren),43.36187,218.68209,Cloudy,0.3
7,1,Hamilton (Mercedes),45.09519,45.09519,Cloudy,0.3
7,2,Hamilton (Mercedes),44.44099,89.53618,Cloudy,0.3
7,3,Hamilton (Mercedes),43.36837,132.90455,Cloudy,0.3
