trial,lap,entrant,lap_time,cumulative_time,weather,wetness
1,1,Hamilton (Mercedes),30.0628,30.0628,Sunny,0.05
1,2,Hamilton (Mercedes),29.44704,59.50984,Sunny,0.05
1,3,Hamilton (Mercedes),29.27116,88.781,Sunny,0.05
1,4,Hamilton (Mercedes),30.45782,119.23882,Sunny,0.05
1,5,Hamilton (Mercedes),29.7011,148.93992,Sunny,0.05
1,1,Verstappen (Red Bull),29.77602,29.77602,Sunny,0.05
1,2,Verstappen (Red Bull),29.63522,59.41124,Sunny,0.05
1,3,Verstappen (Red Bull),29.91741,89.32866,Sunny,0.05
1,4,Verstappen (Red Bull),28.44059,117.76924,Sunny,0.05
1,5,Verstappen (Red Bull),28.42381,146.19305,Sunny,0.05
1,1,Norris (McLaren),30.22518,30.22518,Sunny,0.05
1,2,Norris (McLaren),31.4633,61.68848,Sunny,0.05
1,3,Norris (McLaren),28.43101,90.11949,Sunny,0.05
1,4,Norris (McLaren),29.30954,119.42903,Sunny,0.05
1,5,Norris (McLaren),29.977,149.40603,Sunny,0.05
2,1,Hamilton (Mercedes),29.31679,29.31679,Sunny,0.05
2,2,Hamilton (Mercedes),29.44097,58.75776,Sunny,0.05
2,3,Hamilton (Mercedes),29.38349,88.14125,Sunny,0.05
2,4,Hamilton (Mercedes),30.14229,118.28354,Sunny,0.05
2,5,Hamilton (Mercedes),29.62416,147.9077,Sunny,0.05
2,1,Verstappen (Red Bull),29.54784,29.54784,Sunny,0.05
2,2,Verstappen (Red Bull),28.73205,58.27989,Sunny,0.05
2,3,Verstappen (Red Bull),29.81803,88.09792,Sunny,0.05
2,4,Verstappen (Red Bull),30.43947,118.53739,Sunny,0.05
2,5,Verstappen (Red Bull),29.79251,148.3299,Sunny,0.05
2,1,Norris (McLaren),29.55115,29.55115,Sunny,0.05
2,2,Norris (McLaren),28.8892,58.44035,Sunny,0.05
2,3,Norris (McLaren),30.12063,88.56097,Sunny,0.05
2,4,Norris (McLaren),30.09994,118.66092,Sunny,0.05
2,5,Norris (McLaren),29.60559,148.26651,Sunny,0.05
3,1,Hamilton (Mercedes),28.27634,28.27634,Sunny,0.05
3,2,Hamilton (Mercedes),29.13658,57.41292,Sunny,0.05
