trial,lap,entrant,lap_time,cumulative_time,weather,wetness
1,1,Hamilton (Mercedes),44.80224,44.80224,Cloudy,0.3
1,2,Hamilton (Mercedes),45.07435,89.87659,Cloudy,0.3
1,3,Hamilton (Mercedes),43.65026,133.52685,Cloudy,0.3
1,4,Hamilton (Mercedes),43.63409,177.16094,Cloudy,0.3
1,5,Hamilton (Mercedes),44.94242,222.10336,Cloudy,0.3
1,1,Verstappen (Red Bull),45.4212,45.4212,Cloudy,0.3
1,2,Verstappen (Red Bull),42.95045,88.37166,Cloudy,0.3
1,3,Verstappen (Red Bull),43.66629,132.03795,Cloudy,0.3
1,4,Verstappen (Red Bull),44.21015,176.2481,Cloudy,0.3
1,5,Verstappen (Red Bull),43.77499,220.02308,Cloudy,0.3
1,1,Norris (McLaren),44.13172,44.13172,Cloudy,0.3
1,2,Norris (McLaren),44.05857,88.19029,Cloudy,0.3
1,3,Norris (McLaren),45.0243,133.21459,Cloudy,0.3
1,4,Norris (McLaren),44.36488,177.57947,Cloudy,0.3
1,5,Norris (McLaren),44.47025,222.04972,Cloudy,0.3
2,1,Hamilton (Mercedes),43.93132,43.93132,Cloudy,0.3
2,2,Hamilton (Mercedes),44.97852,88.90984,Cloudy,0.3
2,3,Hamilton (Mercedes),45.57776,134.4876,Cloudy,0.3
2,4,Hamilton (Mercedes),44.9539,179.4415,Cloudy,0.3
2,5,Hamilton (Mercedes),44.41282,223.85432,Cloudy,0.3
2,1,Verstappen (Red Bull),43.32379,43.32379,Cloudy,0.3
2,2,Verstappen (Red Bull),44.32718,87.65097,Cloudy,0.3
2,3,Verstappen (Red Bull),44.31032,131.96129,Cloudy,0.3
2,4,Verstappen (Red Bull),43.90752,175.86881,Cloudy,0.3
2,5,Verstappen (Red Bull),42.696,218.5648,Cloudy,0.3
2,1,Norris (McLaren),43.74432,43.74432,Cloudy,0.3
2,2,Norris (McLaren),43.50164,87.24595,Cloudy,0.3
2,3,Norris (McLaren),43.6545,130.90046,Cloudy,0.3
2,4,Norris (McLaren),44.46727,175.36772,Cloudy,0.3
2,5,Norris (McLaren),43.53953,218.90725,Cloudy,0.3
3,1,Hamilton (Mercedes),44.43875,44.43875,Cloudy,0.3
3,2,Hamilton (Mercedes),45.30953,89.74828,Cloudy,0.3
3,3,Hamilton (Mercedes),44.13252,133.8808,Cloudy,0.3
3,4,Hamilton (Mercedes),44.52959,178.41038,Cloudy,0.3
3,5,Hamilton (Mercedes),44.92585,223.33623,Cloudy,0.3
3,1,Verstappen (Red Bull),43.65539,43.65539,Cloudy,0.3
3,2,Verstappen (Red Bull),43.13834,86.79374,Cloudy,0.3
3,3,Verstappen (Red Bull),44.17094,130.96468,Cloudy,0.3
3,4,Verstappen (Red Bull),44.53002,175.49469,Cloudy,0.3
3,5,Verstappen (Red Bull),42.99828,218.49298,Cloudy,0.3
3,1,Norris (McLaren),44.03884,44.03884,Cloudy,0.3
3,2,Norris (McLaren),43.91688,87.95572,Cloudy,0.3
3,3,Norris (McLaren),45.1986,133.15432,Cloudy,0.3
3,4,Norris (McLaren),43.11774,176.27207,Cloudy,0.3
3,5,Norris (McLaren),44.08493,220.357,Cloudy,0.3
4,1,Hamilton (Mercedes),43.72411,43.72411,Cloudy,0.3
4,2,Hamilton (Mercedes),43.99355,87.71767,Cloudy,0.3
4,3,Hamilton (Mercedes),44.56287,132.28053,Cloudy,0.3
4,4,Hamilton (Mercedes),44.3537,176.63423,Cloudy,0.3
4,5,Hamilton (Mercedes),44.46603,221.10026,Cloudy,0.3
4,1,Verstappen (Red Bull),43.57865,43.57865,Cloudy,0.3
4,2,Verstappen (Red Bull),43.08693,86.66559,Cloudy,0.3
